the date,the time,TDS,Flow,Pressure
3/26/2026, 9:57:45 AM,481,14,2
3/26/2026, 9:57:45 AM,481,14,2
3/26/2026, 9:57:50 AM,476,14,2
3/26/2026, 9:57:50 AM,476,14,2
3/26/2026, 9:57:50 AM,476,14,2
3/26/2026, 9:57:55 AM,400,14,2
3/26/2026, 9:57:55 AM,400,10,2
3/26/2026, 9:57:55 AM,400,10,2
3/26/2026, 9:58:00 AM,1600,10,2
3/26/2026, 9:58:00 AM,1600,0.05,2
3/26/2026, 9:58:00 AM,1600,0.05,0.2
3/26/2026, 9:58:05 AM,467,0.05,0.2
3/26/2026, 9:58:05 AM,467,14,0.2
3/26/2026, 9:58:05 AM,467,14,3
3/26/2026, 9:58:10 AM,450,14,3
3/26/2026, 9:58:10 AM,450,12,3
3/26/2026, 9:58:10 AM,450,12,3
3/26/2026, 9:58:15 AM,453,12,3
3/26/2026, 9:58:15 AM,453,12,3
3/26/2026, 9:58:15 AM,453,12,2
3/26/2026, 9:58:20 AM,458,12,2
3/26/2026, 9:58:20 AM,458,12,2
3/26/2026, 9:58:20 AM,458,12,2
3/26/2026, 9:58:25 AM,1600,12,2
3/26/2026, 9:58:25 AM,1600,14,2
3/26/2026, 9:58:25 AM,1600,14,2
3/26/2026, 9:58:30 AM,442,14,2
3/26/2026, 9:58:30 AM,442,11,2
3/26/2026, 9:58:30 AM,442,11,2
3/26/2026, 9:58:35 AM,461,11,2
3/26/2026, 9:58:35 AM,461,11,2
3/26/2026, 9:58:35 AM,461,11,2
3/26/2026, 9:58:40 AM,485,11,2
3/26/2026, 9:58:40 AM,485,0.05,2
3/26/2026, 9:58:40 AM,485,0.05,0.2
3/26/2026, 9:58:45 AM,439,0.05,0.2
3/26/2026, 9:58:45 AM,439,14,0.2
3/26/2026, 9:58:45 AM,439,14,3
3/26/2026, 9:58:50 AM,1600,14,3
3/26/2026, 9:58:50 AM,1600,10,3
3/26/2026, 9:58:50 AM,1600,10,3
3/26/2026, 9:58:55 AM,402,11,2
3/26/2026, 9:59:00 AM,492,11,2
3/26/2026, 9:59:00 AM,492,11,2
3/26/2026, 9:59:00 AM,492,11,2
3/26/2026, 9:59:05 AM,426,11,2
3/26/2026, 9:59:05 AM,426,13,2
3/26/2026, 9:59:05 AM,426,13,3
3/26/2026, 9:59:10 AM,498,13,3
3/26/2026, 9:59:10 AM,498,12,3
3/26/2026, 9:59:10 AM,498,12,3
3/26/2026, 9:59:15 AM,1600,12,3
3/26/2026, 9:59:15 AM,1600,11,3
3/26/2026, 9:59:15 AM,1600,11,2
3/26/2026, 9:59:20 AM,451,11,2
3/26/2026, 9:59:20 AM,451,0.05,2
3/26/2026, 9:59:20 AM,451,0.05,0.2
3/26/2026, 9:59:25 AM,441,0.05,0.2
3/26/2026, 9:59:25 AM,441,11,0.2
3/26/2026, 9:59:25 AM,441,11,2
3/26/2026, 9:59:30 AM,400,11,2
3/26/2026, 9:59:30 AM,400,14,2
3/26/2026, 9:59:30 AM,400,14,2
3/26/2026, 9:59:35 AM,460,14,2
3/26/2026, 9:59:35 AM,460,13,2
3/26/2026, 9:59:35 AM,460,13,2
3/26/2026, 9:59:40 AM,1600,13,2
3/26/2026, 9:59:40 AM,1600,10,2
3/26/2026, 9:59:40 AM,1600,10,3
3/26/2026, 9:59:45 AM,434,10,3
3/26/2026, 9:59:45 AM,434,11,3
3/26/2026, 9:59:45 AM,434,11,3
3/26/2026, 9:59:50 AM,442,11,3
3/26/2026, 9:59:50 AM,442,13,3
3/26/2026, 9:59:50 AM,442,13,2
3/26/2026, 9:59:55 AM,439,13,2
3/26/2026, 9:59:55 AM,439,13,2
3/26/2026, 9:59:55 AM,439,13,2
3/26/2026, 10:00:00 AM,414,13,2
3/26/2026, 10:00:00 AM,414,0.05,2
3/26/2026, 10:00:00 AM,414,0.05,0.2
3/26/2026, 10:00:05 AM,1600,0.05,0.2
3/26/2026, 10:00:05 AM,1600,10,0.2
3/26/2026, 10:00:05 AM,1600,10,2
3/26/2026, 10:00:10 AM,494,10,2
3/26/2026, 10:00:10 AM,494,14,2
3/26/2026, 10:00:10 AM,494,14,2
3/26/2026, 10:00:15 AM,400,14,2
3/26/2026, 10:00:15 AM,400,13,2
3/26/2026, 10:00:15 AM,400,13,2
3/26/2026, 10:00:20 AM,488,13,2
3/26/2026, 10:00:20 AM,488,13,2
3/26/2026, 10:00:20 AM,488,13,2
3/26/2026, 10:00:25 AM,464,13,2
3/26/2026, 10:00:25 AM,464,11,2
3/26/2026, 10:00:25 AM,464,11,3
3/26/2026, 10:00:30 AM,1600,11,3
3/26/2026, 10:00:30 AM,1600,10,3
3/26/2026, 10:00:30 AM,1600,10,3
3/26/2026, 10:00:35 AM,435,10,3
3/26/2026, 10:00:35 AM,435,13,3
3/26/2026, 10:00:35 AM,435,13,3
3/26/2026, 10:00:40 AM,436,13,3
3/26/2026, 10:00:40 AM,436,0.05,3
3/26/2026, 10:00:40 AM,436,0.05,0.2
3/26/2026, 10:00:45 AM,483,0.05,0.2
3/26/2026, 10:00:45 AM,483,10,0.2
3/26/2026, 10:00:45 AM,483,10,3
3/26/2026, 10:00:50 AM,412,10,3
3/26/2026, 10:00:50 AM,412,11,3
3/26/2026, 10:00:50 AM,412,11,3
3/26/2026, 10:00:55 AM,1600,11,3
3/26/2026, 10:00:55 AM,1600,14,3
3/26/2026, 10:00:55 AM,1600,14,3
3/26/2026, 10:01:00 AM,498,14,3
3/26/2026, 10:01:00 AM,498,14,3
3/26/2026, 10:01:00 AM,498,14,3
3/26/2026, 10:01:05 AM,412,14,3
3/26/2026, 10:01:05 AM,412,13,3
3/26/2026, 10:01:05 AM,412,13,3
3/26/2026, 10:01:10 AM,402,13,3
3/26/2026, 10:01:10 AM,402,13,3
3/26/2026, 10:01:10 AM,402,13,2
3/26/2026, 10:01:15 AM,439,13,2
3/26/2026, 10:01:15 AM,439,14,2
3/26/2026, 10:01:15 AM,439,14,3
3/26/2026, 10:01:20 AM,1600,14,3
3/26/2026, 10:01:20 AM,1600,0.05,3
3/26/2026, 10:01:20 AM,1600,0.05,0.2
3/26/2026, 10:01:25 AM,443,0.05,0.2
3/26/2026, 10:01:25 AM,443,14,0.2
3/26/2026, 10:01:25 AM,443,14,2
3/26/2026, 10:01:30 AM,447,14,2
3/26/2026, 10:01:30 AM,447,14,2
3/26/2026, 10:01:30 AM,447,14,2
3/26/2026, 10:01:35 AM,402,14,2
3/26/2026, 10:01:35 AM,402,10,2
3/26/2026, 10:01:35 AM,402,10,3
3/26/2026, 10:01:40 AM,456,10,3
3/26/2026, 10:01:40 AM,456,12,3
3/26/2026, 10:01:40 AM,456,12,2
3/26/2026, 10:01:45 AM,1600,12,2
3/26/2026, 10:01:45 AM,1600,12,2
3/26/2026, 10:01:45 AM,1600,12,3
3/27/2026, 7:44:17 AM,403.00,13.00,2.00,0
3/27/2026, 7:44:22 AM,464.00,13.00,2.00,0
3/27/2026, 7:44:23 AM,464.00,10.00,2.00,0
3/27/2026, 7:44:23 AM,464.00,10.00,2.00,0
3/27/2026, 7:44:27 AM,442.00,10.00,2.00,0
3/27/2026, 7:44:28 AM,442.00,14.00,2.00,0
3/27/2026, 7:44:28 AM,442.00,14.00,3.00,0
3/27/2026, 7:44:32 AM,496.00,14.00,3.00,0
3/27/2026, 7:44:33 AM,496.00,11.00,3.00,0
3/27/2026, 7:44:33 AM,496.00,11.00,3.00,0
3/27/2026, 7:44:37 AM,1600.00,11.00,3.00,0
3/27/2026, 7:44:37 AM,1600.00,11.00,3.00,0
3/27/2026, 7:44:37 AM,1600.00,11.00,2.00,0
3/27/2026, 7:44:42 AM,458.00,11.00,2.00,0
3/27/2026, 7:44:43 AM,458.00,13.00,2.00,0
3/27/2026, 7:44:43 AM,458.00,13.00,2.00,0
3/27/2026, 7:44:47 AM,478.00,13.00,2.00,0
3/27/2026, 7:44:47 AM,478.00,11.00,2.00,0
3/27/2026, 7:44:47 AM,478.00,11.00,3.00,0
3/27/2026, 7:44:52 AM,453.00,11.00,3.00,0
3/27/2026, 7:44:52 AM,453.00,0.05,3.00,0
3/27/2026, 7:44:52 AM,453.00,0.05,0.20,0
3/27/2026, 7:44:57 AM,452.00,0.05,0.20,0
3/27/2026, 7:44:57 AM,452.00,11.00,0.20,0
3/27/2026, 7:44:57 AM,452.00,11.00,3.00,0
3/27/2026, 7:45:02 AM,1600.00,11.00,3.00,0
3/27/2026, 7:45:03 AM,1600.00,12.00,3.00,0
3/27/2026, 7:45:03 AM,1600.00,12.00,2.00,0
3/27/2026, 7:45:07 AM,414.00,12.00,2.00,0
3/27/2026, 7:45:07 AM,414.00,14.00,2.00,0
3/27/2026, 7:45:07 AM,414.00,14.00,3.00,0
3/27/2026, 7:45:12 AM,493.00,14.00,3.00,0
3/27/2026, 7:45:12 AM,493.00,13.00,3.00,0
3/27/2026, 7:45:12 AM,493.00,13.00,3.00,0
3/27/2026, 7:45:17 AM,444.00,13.00,3.00,0
3/27/2026, 7:45:17 AM,444.00,13.00,3.00,0
3/27/2026, 7:45:17 AM,444.00,13.00,2.00,0
3/27/2026, 7:45:22 AM,477.00,13.00,2.00,0
3/27/2026, 7:45:23 AM,477.00,14.00,2.00,0
3/27/2026, 7:45:23 AM,477.00,14.00,3.00,0
3/27/2026, 7:45:27 AM,1600.00,14.00,3.00,0
3/27/2026, 7:45:27 AM,1600.00,10.00,3.00,0
3/27/2026, 7:45:27 AM,1600.00,10.00,2.00,0
3/27/2026, 7:45:32 AM,438.00,10.00,2.00,0
3/27/2026, 7:45:33 AM,438.00,0.05,2.00,0
3/27/2026, 7:45:33 AM,438.00,0.05,0.20,0
3/27/2026, 7:45:37 AM,431.00,0.05,0.20,0
3/27/2026, 7:45:37 AM,431.00,11.00,0.20,0
3/27/2026, 7:45:37 AM,431.00,11.00,3.00,0
3/27/2026, 7:45:42 AM,400.00,11.00,3.00,0
3/27/2026, 7:45:43 AM,400.00,10.00,3.00,0
3/27/2026, 7:45:43 AM,400.00,10.00,3.00,0
3/27/2026, 7:45:47 AM,438.00,10.00,3.00,0
3/27/2026, 7:45:47 AM,438.00,14.00,3.00,0
3/27/2026, 7:45:47 AM,438.00,14.00,2.00,0
3/27/2026, 7:45:52 AM,1600.00,14.00,2.00,0
3/27/2026, 7:45:52 AM,1600.00,11.00,2.00,0
3/27/2026, 7:45:52 AM,1600.00,11.00,2.00,0
3/27/2026, 7:45:57 AM,492.00,11.00,2.00,0
3/27/2026, 7:45:57 AM,492.00,13.00,2.00,0
3/27/2026, 7:45:57 AM,492.00,13.00,3.00,0
3/27/2026, 7:46:02 AM,467.00,13.00,3.00,0
3/27/2026, 7:46:03 AM,467.00,14.00,3.00,0
3/27/2026, 7:46:03 AM,467.00,14.00,2.00,0
3/27/2026, 7:46:07 AM,449.00,14.00,2.00,0
3/27/2026, 7:46:07 AM,449.00,14.00,2.00,0
3/27/2026, 7:46:07 AM,449.00,14.00,3.00,0
3/27/2026, 7:46:12 AM,448.00,14.00,3.00,0
3/27/2026, 7:46:12 AM,448.00,0.05,3.00,0
3/27/2026, 7:46:12 AM,448.00,0.05,0.20,0
3/27/2026, 7:46:17 AM,1600.00,0.05,0.20,0
3/27/2026, 7:46:17 AM,1600.00,10.00,0.20,0
3/27/2026, 7:46:17 AM,1600.00,10.00,2.00,0
3/27/2026, 7:46:22 AM,451.00,10.00,2.00,0
3/27/2026, 7:46:22 AM,451.00,10.00,2.00,0
3/27/2026, 7:46:22 AM,451.00,10.00,3.00,0
3/27/2026, 7:46:27 AM,439.00,10.00,3.00,0
3/27/2026, 7:46:28 AM,439.00,14.00,3.00,0
3/27/2026, 7:46:28 AM,439.00,14.00,3.00,0
3/27/2026, 7:46:32 AM,444.00,14.00,3.00,0
3/27/2026, 7:46:33 AM,444.00,13.00,3.00,0
3/27/2026, 7:46:33 AM,444.00,13.00,2.00,0
3/27/2026, 7:46:38 AM,432.00,13.00,2.00,0
3/27/2026, 7:46:38 AM,432.00,12.00,2.00,0
3/27/2026, 7:46:38 AM,432.00,12.00,2.00,0
3/27/2026, 7:46:43 AM,1600.00,12.00,2.00,0
3/27/2026, 7:46:43 AM,1600.00,13.00,2.00,0
3/27/2026, 7:46:43 AM,1600.00,13.00,3.00,0
3/27/2026, 7:46:47 AM,469.00,13.00,3.00,0
3/27/2026, 7:46:47 AM,469.00,11.00,3.00,0
3/27/2026, 7:46:47 AM,469.00,11.00,2.00,0
3/27/2026, 7:46:53 AM,421.00,11.00,2.00,0
3/27/2026, 7:46:53 AM,421.00,0.05,2.00,0
3/27/2026, 7:46:53 AM,421.00,0.05,0.20,0
3/27/2026, 7:46:57 AM,410.00,0.05,0.20,0
3/27/2026, 7:46:57 AM,410.00,14.00,0.20,0
3/27/2026, 7:46:57 AM,410.00,14.00,2.00,0
3/27/2026, 7:47:02 AM,406.00,14.00,2.00,0
3/27/2026, 7:47:02 AM,406.00,13.00,2.00,0
3/27/2026, 7:47:02 AM,406.00,13.00,3.00,0
3/27/2026, 7:47:07 AM,1600.00,13.00,3.00,0
3/27/2026, 7:47:07 AM,1600.00,10.00,3.00,0
3/27/2026, 7:47:07 AM,1600.00,10.00,2.00,0
3/27/2026, 7:47:12 AM,430.00,10.00,2.00,0
3/27/2026, 7:47:12 AM,430.00,10.00,2.00,0
3/27/2026, 7:47:12 AM,430.00,10.00,3.00,0
3/27/2026, 7:47:39 AM,403.00,10.00,3.00,0
3/27/2026, 7:47:39 AM,403.00,13.00,3.00,0
3/27/2026, 7:47:39 AM,403.00,13.00,2.00,0
3/27/2026, 7:47:44 AM,464.00,13.00,2.00,0
3/27/2026, 7:47:44 AM,464.00,10.00,2.00,0
3/27/2026, 7:47:44 AM,464.00,10.00,2.00,0
3/27/2026, 7:47:49 AM,442.00,10.00,2.00,0
3/27/2026, 7:47:49 AM,442.00,14.00,2.00,0
3/27/2026, 7:47:49 AM,442.00,14.00,3.00,0
3/27/2026, 7:47:54 AM,496.00,14.00,3.00,0
3/27/2026, 7:47:55 AM,496.00,11.00,3.00,0
3/27/2026, 7:47:55 AM,496.00,11.00,3.00,0
3/27/2026, 7:47:59 AM,1600.00,11.00,3.00,0
3/27/2026, 7:47:59 AM,1600.00,11.00,3.00,0
3/27/2026, 7:47:59 AM,1600.00,11.00,2.00,0
3/27/2026, 7:51:44 AM,403.00,11.00,2.00,0
3/27/2026, 7:51:44 AM,403.00,13.00,2.00,0
3/27/2026, 7:51:44 AM,403.00,13.00,2.00,0
3/27/2026, 7:52:13 AM,403.00,13.00,2.00,0
3/27/2026, 7:52:13 AM,403.00,13.00,2.00,0
3/27/2026, 7:52:13 AM,403.00,13.00,2.00,0
3/27/2026, 7:52:18 AM,464.00,13.00,2.00,0
3/27/2026, 7:52:19 AM,464.00,10.00,2.00,0
3/27/2026, 7:52:19 AM,464.00,10.00,2.00,0
3/27/2026, 7:52:23 AM,442.00,10.00,2.00,0
3/27/2026, 7:52:23 AM,442.00,14.00,2.00,0
3/27/2026, 7:52:23 AM,442.00,14.00,3.00,0
3/27/2026, 7:52:28 AM,496.00,14.00,3.00,0
3/27/2026, 7:52:28 AM,496.00,11.00,3.00,0
3/27/2026, 7:52:28 AM,496.00,11.00,3.00,0
3/27/2026, 7:52:33 AM,1600.00,11.00,3.00,0
3/27/2026, 7:52:34 AM,1600.00,11.00,3.00,0
3/27/2026, 7:52:34 AM,1600.00,11.00,2.00,0
3/27/2026, 7:52:38 AM,458.00,11.00,2.00,0
3/27/2026, 7:52:39 AM,458.00,13.00,2.00,0
3/27/2026, 7:52:39 AM,458.00,13.00,2.00,0
3/27/2026, 7:58:10 AM,462.00,13.00,2.00,0
3/27/2026, 7:58:10 AM,462.00,11.00,2.00,0
3/27/2026, 7:58:10 AM,462.00,11.00,3.00,0
3/27/2026, 7:58:15 AM,494.00,11.00,3.00,0
3/27/2026, 7:58:15 AM,494.00,12.00,3.00,0
3/27/2026, 7:58:15 AM,494.00,12.00,2.00,0
3/27/2026, 7:58:20 AM,487.00,12.00,2.00,0
3/27/2026, 7:58:20 AM,487.00,11.00,2.00,0
3/27/2026, 7:58:20 AM,487.00,11.00,2.00,0
3/27/2026, 7:58:25 AM,464.00,11.00,2.00,0
3/27/2026, 7:58:25 AM,464.00,11.00,2.00,0
3/27/2026, 7:58:25 AM,464.00,11.00,2.00,0
3/27/2026, 7:58:30 AM,1600.00,11.00,2.00,0
3/27/2026, 7:58:30 AM,1600.00,12.00,2.00,0
3/27/2026, 7:58:30 AM,1600.00,12.00,3.00,0
3/27/2026, 7:58:35 AM,466.00,12.00,3.00,0
3/27/2026, 7:58:35 AM,466.00,11.00,3.00,0
3/27/2026, 7:58:35 AM,466.00,11.00,3.00,0
3/27/2026, 7:58:40 AM,435.00,11.00,3.00,0
3/27/2026, 7:58:40 AM,435.00,12.00,3.00,0
3/27/2026, 7:58:40 AM,435.00,12.00,2.00,0
3/27/2026, 7:58:45 AM,422.00,12.00,2.00,0
3/27/2026, 7:58:45 AM,422.00,0.05,2.00,0
3/27/2026, 7:58:45 AM,422.00,0.05,0.20,0
3/27/2026, 7:58:50 AM,487.00,0.05,0.20,0
3/27/2026, 7:58:50 AM,487.00,12.00,0.20,0
3/27/2026, 7:58:50 AM,487.00,12.00,2.00,0
3/27/2026, 7:58:55 AM,1600.00,12.00,2.00,0
3/27/2026, 7:58:55 AM,1600.00,12.00,2.00,0
3/27/2026, 7:58:55 AM,1600.00,12.00,2.00,0
3/27/2026, 7:59:00 AM,457.00,12.00,2.00,0
3/27/2026, 7:59:00 AM,457.00,14.00,2.00,0
3/27/2026, 7:59:00 AM,457.00,14.00,3.00,0
3/27/2026, 7:59:05 AM,479.00,14.00,3.00,0
3/27/2026, 7:59:05 AM,479.00,12.00,3.00,0
3/27/2026, 7:59:05 AM,479.00,12.00,3.00,0
3/27/2026, 7:59:10 AM,466.00,12.00,3.00,0
3/27/2026, 7:59:10 AM,466.00,12.00,3.00,0
3/27/2026, 7:59:10 AM,466.00,12.00,2.00,0
3/27/2026, 7:59:15 AM,400.00,12.00,2.00,0
3/27/2026, 7:59:15 AM,400.00,10.00,2.00,0
3/27/2026, 7:59:15 AM,400.00,10.00,2.00,0
3/27/2026, 7:59:20 AM,1600.00,10.00,2.00,0
3/27/2026, 7:59:20 AM,1600.00,12.00,2.00,0
3/27/2026, 7:59:20 AM,1600.00,12.00,2.00,0
3/27/2026, 7:59:25 AM,435.00,12.00,2.00,0
3/27/2026, 7:59:25 AM,435.00,0.05,2.00,0
3/27/2026, 7:59:25 AM,435.00,0.05,0.20,0
3/27/2026, 7:59:30 AM,449.00,0.05,0.20,0
3/27/2026, 7:59:30 AM,449.00,10.00,0.20,0
3/27/2026, 7:59:30 AM,449.00,10.00,3.00,0
3/27/2026, 8:20:05 AM,403.00,13.00,2.00,0
3/27/2026, 8:24:06 AM,438.00,13.00,2.00,0
3/27/2026, 8:24:06 AM,438.00,13.00,2.00,0
3/27/2026, 8:24:06 AM,438.00,13.00,3.00,0
3/27/2026, 8:24:11 AM,437.00,13.00,3.00,0
3/27/2026, 8:24:11 AM,437.00,14.00,3.00,0
3/27/2026, 8:24:11 AM,437.00,14.00,2.00,0
3/27/2026, 8:24:16 AM,442.00,14.00,2.00,0
3/27/2026, 8:24:16 AM,442.00,13.00,2.00,0
3/27/2026, 8:24:16 AM,442.00,13.00,2.00,0
3/27/2026, 8:24:21 AM,413.00,13.00,2.00,0
3/27/2026, 8:24:21 AM,413.00,10.00,2.00,0
3/27/2026, 8:24:21 AM,413.00,10.00,3.00,0
3/27/2026, 8:24:26 AM,1600.00,10.00,3.00,0
3/27/2026, 8:24:26 AM,1600.00,13.00,3.00,0
3/27/2026, 8:24:26 AM,1600.00,13.00,3.00,0
3/27/2026, 8:24:32 AM,492.00,13.00,3.00,0
3/27/2026, 8:24:32 AM,492.00,12.00,3.00,0
3/27/2026, 8:24:32 AM,492.00,12.00,2.00,0
4/9/2026, 3:13:06 PM,455.00,11.00,2.00,0
4/9/2026, 3:13:11 PM,474.00,11.00,2.00,0
4/9/2026, 3:13:11 PM,474.00,11.00,2.00,0
4/9/2026, 3:13:11 PM,474.00,11.00,2.00,0
4/9/2026, 3:13:16 PM,430.00,11.00,2.00,0
4/9/2026, 3:13:16 PM,430.00,10.00,2.00,0
4/9/2026, 3:13:16 PM,430.00,10.00,3.00,0
4/9/2026, 3:13:22 PM,423.00,10.00,3.00,0
4/9/2026, 3:13:22 PM,423.00,10.00,3.00,0
4/9/2026, 3:13:22 PM,423.00,10.00,3.00,0
4/9/2026, 3:13:26 PM,1600.00,10.00,3.00,0
4/9/2026, 3:13:26 PM,1600.00,12.00,3.00,0
4/9/2026, 3:13:26 PM,1600.00,12.00,3.00,0
4/9/2026, 3:13:32 PM,400.00,12.00,3.00,0
4/9/2026, 3:13:32 PM,400.00,11.00,3.00,0
4/9/2026, 3:13:32 PM,400.00,11.00,3.00,0
4/9/2026, 3:13:36 PM,471.00,11.00,3.00,0
4/9/2026, 3:13:37 PM,471.00,12.00,3.00,0
4/9/2026, 3:13:37 PM,471.00,12.00,2.00,0
4/9/2026, 3:13:41 PM,439.00,12.00,2.00,0
4/9/2026, 3:13:42 PM,439.00,0.05,2.00,0
4/9/2026, 3:13:42 PM,439.00,0.05,0.20,0
4/9/2026, 3:13:46 PM,496.00,0.05,0.20,0
4/9/2026, 3:13:47 PM,496.00,11.00,0.20,0
4/9/2026, 3:13:47 PM,496.00,11.00,3.00,0
4/9/2026, 3:13:52 PM,1600.00,11.00,3.00,0
4/9/2026, 3:13:52 PM,1600.00,12.00,3.00,0
4/9/2026, 3:13:52 PM,1600.00,12.00,2.00,0
4/9/2026, 3:13:56 PM,464.00,12.00,2.00,0
4/9/2026, 3:13:56 PM,464.00,12.00,2.00,0
4/9/2026, 3:13:56 PM,464.00,12.00,2.00,0
4/9/2026, 3:14:02 PM,408.00,12.00,2.00,0
4/9/2026, 3:14:02 PM,408.00,12.00,2.00,0
4/9/2026, 3:14:02 PM,408.00,12.00,3.00,0
4/9/2026, 3:14:06 PM,421.00,12.00,3.00,0
4/9/2026, 3:14:06 PM,421.00,12.00,3.00,0
4/9/2026, 3:14:06 PM,421.00,12.00,3.00,0
4/9/2026, 3:14:11 PM,475.00,12.00,3.00,0
4/9/2026, 3:14:12 PM,475.00,12.00,3.00,0
4/9/2026, 3:14:12 PM,475.00,12.00,3.00,0
4/9/2026, 3:14:16 PM,1600.00,12.00,3.00,0
4/9/2026, 3:14:16 PM,1600.00,10.00,3.00,0
4/9/2026, 3:14:16 PM,1600.00,10.00,2.00,0
4/9/2026, 3:14:21 PM,482.00,10.00,2.00,0
4/9/2026, 3:14:22 PM,482.00,0.05,2.00,0
4/9/2026, 3:14:22 PM,482.00,0.05,0.20,0
4/9/2026, 3:14:27 PM,466.00,0.05,0.20,0
4/9/2026, 3:14:27 PM,466.00,12.00,0.20,0
4/9/2026, 3:14:27 PM,466.00,12.00,2.00,0
4/9/2026, 3:14:32 PM,450.00,12.00,2.00,0
4/9/2026, 3:14:32 PM,450.00,14.00,2.00,0
4/9/2026, 3:14:32 PM,450.00,14.00,2.00,0
4/9/2026, 3:14:36 PM,468.00,14.00,2.00,0
4/9/2026, 3:14:36 PM,468.00,12.00,2.00,0
4/9/2026, 3:14:36 PM,468.00,12.00,2.00,0
4/9/2026, 3:14:41 PM,1600.00,12.00,2.00,0
4/9/2026, 3:14:42 PM,1600.00,14.00,2.00,0
